unique_id,Statement,Resource,LoE/GoR,Consensus,Type,Section
ea1b66d8-c45e-47dc-9a47-5937e9249a06, Duration of each regimen and the number of regimens should be tailored to each individual patient.,"Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/A,96%,ChT general guidelines,Assessment and treatment general guidelines
3c2a8d89-da48-4a81-b9d4-6db278e7a567," Usually, each regimen (except anthracyclines) should be given until PD or unacceptable toxicity.
What is considered unacceptable should be defined together with the patient.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/B,72%,ChT general guidelines,Assessment and treatment general guidelines
8b33a2fe-6d9f-41af-85d5-d2b15e1b1b30," Bevacizumab combined with ChT as first-line therapy for ABC provides a moderate benefit in PFS and no benefit in OS. The absence of known predictive factors for bevacizumab efficacy renders recommendations on its use difficult. Bevacizumab can only therefore be considered as an option in selected cases and only in the first-line setting.
ESMO-MCBS v1.1 score: 2","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/C,"Yes: 42%
No: 53%",Other agents,Assessment and treatment general guidelines
e294781c-939e-4836-a7d7-b2d80d166f0d,"ET is the preferred option for HR-positive disease, even in the presence of visceral disease, unless there is visceral crisis, for pre- and perimenopausal women with OFS/OFA, men (preferably with an LHRH agonist) and postmenopausal women.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,93%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
896380f5-cfe2-444e-a093-b984dcf3714c,"Many trials in ER-positive ABC have not included premenopausal women. Despite this, we recommend that young women with ER-positive ABC should have adequate OFS/OFA and then be treated in the same way as postmenopausal women, with endocrine agents with or without targeted therapies.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/A,95%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
30c9ba07-bca0-492e-b601-22b9960a2149,"Future trials exploring new endocrine-based strategies should be designed to allow for enrolment of both pre- and postmenopausal women, and men.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/A,92%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
b42668e7-2a05-4eb4-aee6-e12c7cd955fb,"For premenopausal women, for whom ET was decided, OFS/OFA combined with additional endocrine-based therapy is the preferred choice.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,93%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
b82c1602-0a49-4086-9ee6-7e0d39975e32,"OFA by laparoscopic bilateral oophorectomy ensures definitive estrogen suppression and contraception, avoids the potential initial tumour flare seen with an LHRH agonist and may increase eligibility for clinical trials. Patients should be informed of the options for OFS/OFA and decisions should be made on a case-by-case basis.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/C,91%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
3addeb69-d774-4078-9fa6-ea30e7e4690c,"Single-agent tamoxifen is the only available endocrine option for premenopausal women who decline OFS/OFA, but the panel believes it is a less effective option.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/D,92%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
e8aa8d9a-4053-48f9-b742-24c279dc0705,"The preferred first-line agent depends on the type and duration of adjuvant ET as well as the time elapsed from the end of adjuvant ET; it can be an AI, tamoxifen or fulvestrant for pre- and perimenopausal women with OFS/OFA, men (preferably with an LHRH agonist) and postmenopausal women.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,84%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
42adeadb-973e-4a76-bce3-8e6f1ae0732e,"A CDK4/6 inhibitor combined with ET is the standard of care for patients with ER-positive/HER2-negative ABC, since it achieves a substantial PFS benefit, significantly increases OS and either maintains or improves QoL.
The CDK4/6 inhibitor can be combined with an AI or with fulvestrant, in de novo or recurrent ABC, in first or second line and in cases of primary or secondary resistance (defined as per ABC guidelines).
This recommendation applies to postmenopausal women, to premenopausal women in combination with an LHRH agonist and to men preferably in combination with an LHRH agonist.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,97%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
76523646-70b0-4b91-945b-7e5811994caa,"The ESMO-MCBS scores for the use of a CDK4/6 inhibitor combined with ET for ABC patients vary according to the setting and drug.
They are the following, with the current available data and follow-up:*Palbociclib + AI first line: efficacy score: 3 (PFS); no improved QoL; ESMO-MCBS v1.1 score: 3*Abemaciclib + AI first line: efficacy score: 3 (PFS); no QoL reported; ESMO-MCBS v1.1 score: 3*Ribociclib + AI first line postmenopausal: efficacy score: 3 (PFS); no improved QoL; ESMO-MCBS v1.1 score: 3*Ribociclib + ET first line premenopausal: efficacy score: 4 (PFS & OS); QoL improved; ESMO-MCBS v1.1 score: 5*Palbociclib + fulvestrant second line: efficacy score: 3 (PFS & OS); improved QoL; ESMO-MCBS v1.1 score: 4*Ribociclib + fulvestrant first, second line: efficacy score: 4 (PFS & OS); no improvement in QoL; ESMO-MCBS v1.1 score: 4*Abemaciclib + fulvestrant second line: efficacy score: 4 (PFS & OS); no QoL benefit; ESMO-MCBS v1.1 score: 4Of note, the three CDK4/6 inhibitors have not been compared head-to-head within a clinical trial.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,100%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
8c223b01-aaf9-4edb-b106-9cac96bf83b2,"It remains unclear if CDK4/6 inhibitors should be preferably administered in the first- or second-line setting. However, the majority of panellists preferred giving a CDK4/6 inhibitor in the first-line setting for the majority of their patients.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/n/a,100%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
e91aa4fa-a40e-406c-bff2-1641c6778851,"There are no data supporting the use of a combination of CDK4/6 inhibitor and ET as maintenance therapy after ChT.
Maintenance therapy, in this situation, should be carried out with ET alone.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",n/a/D,66%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
b3425c90-5f4b-4214-b2e3-01eba4dda272,"The addition of everolimus to an AI is a valid option for some patients [for pre- and perimenopausal women with OFS/OFA, men (preferably with an LHRH agonist) and postmenopausal women] previously exposed to or naive of (in case CDK4/6 inhibitors are not available) ET, since it significantly prolongs PFS, albeit without evidence of an OS benefit. ESMO-MCBS v1.1 score: 2
The decision to treat must take into account the toxicities associated with this combination, the lack of a statistically significant OS benefit, cost and availability.
Tamoxifen or fulvestrant can also be combined with everolimus.
Adequate prevention, close monitoring and proactive treatment of AEs is needed, particularly in older patients treated with everolimus due to the increased incidence of toxic deaths reported in the BOLERO-2 trial.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","I/B
II/B
I/B","88%
80%
97%",Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
eb058049-1999-428c-846d-fb1626c8a693,"Everolimus and CDK4/6 inhibitors should not be used after PD on that specific agent (i.e. beyond progression), outside a clinical trial.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",n/a/E,74%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
2892502c-ce71-4baf-9bee-c067627236ca,"Alpelisib with fulvestrant is a treatment option for patients with PIK3CA-mutated tumours (in exons 9 or 20), previously exposed to an AI and with appropriate HbA1c levels, since it provided about 5 months of benefit in median PFS.
The decision to give alpelisib should take into consideration the inclusion/exclusion criteria in the SOLAR-1 study (i.e. pre-existing diabetes and baseline HbA1c), as well as the toxicity profile of alpelisib.
Its efficacy after exposure to CDK4/6 inhibitors is unknown, since only 6% of patients in the SOLAR-1 trial had been previously treated with those agents. ESMO-MCBS v1.1 score: 3","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/B,88%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
8609068f-41e8-48dd-bd7d-7bc74629f8aa,Patients receiving alpelisib in combination with ET for PIK3CA-mutated ABC should be instructed to take non-sedating antihistamines to prevent rash at the start of therapy. Antihistamines can be discontinued after 4 weeks as the risk for rash is primarily in the first 2 weeks of therapy.,"Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/B,93%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
3dec1408-f875-4ac2-b3d0-8d1b9f3746d9,"At present, no validated predictive biomarkers other than hormone receptor status exist to identify patients who will/will not benefit from the addition of a CDK4/6 inhibitor or an mTOR inhibitor to ET and none of the studied biomarkers is ready for use in clinical practice. Research efforts must continue.
Alpelisib should only be used in cases of PIK3CA-mutated tumours.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","I/E
II/A","95%
95%",Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
f3def87a-90e9-40a0-9773-4954a2008197,"The combination of a non-steroidal AI and fulvestrant as first-line therapy for postmenopausal patients resulted in significant improvement in both PFS and OS compared with AI alone in one phase III trial and no benefit in a second trial with a similar design. Notably, a suboptimal dose of fulvestrant was used in the study that demonstrated benefit.
Subset analysis suggested that the benefit was limited to patients without prior exposure to adjuvant ET (tamoxifen). Based on these data, combination ET may be offered to some patients with ABC without prior exposure to adjuvant ET in cases where a CDK4/6 inhibitor will not be given. ESMO-MCBS v1.1 score: 2
Comparative data between this combination and a CDK4/6 inhibitor with ET are not available.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",II/D,"Yes: 38%
No: 60%
Abstain: 2%",Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
6104b18f-a74e-45d5-aab9-9039246e1d36,"The optimal sequence of endocrine-based therapy is uncertain. It depends on which agents were previously used [in the (neo)adjuvant or advanced settings], duration of response to those agents, burden of the disease, patients' preference and availability. Available options for first and second line include AI/fulvestrant + CDK4/6 inhibitor, AI/tamoxifen/fulvestrant + everolimus, fulvestrant + alpelisib (for PIK3CA-mutated tumours), AI, tamoxifen, fulvestrant. This applies to pre- and perimenopausal women with OFS/OFA, men (preferably with an LHRH agonist) and postmenopausal women.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,100%,Guideline statement,ER-positive/HER2-negative (luminal-like) ABC
